,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
131,2020070900100552,2020년 7월 9일 18시,목요일,경기도 고양시 덕양구 삼송동,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전운전불이행,기타,맑음,기타 - 기타,자전거,남,12세,부상신고,자전거,남,11세,부상신고
132,2020071000100098,2020년 7월 10일 08시,금요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,보행자,여,10세,경상
133,2020071000100382,2020년 7월 10일 16시,금요일,경기도 부천시 중동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,자전거,남,10세,경상
135,2020071400100357,2020년 7월 14일 15시,화요일,경기도 안성시 금산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,자전거,남,11세,경상
136,2020071400100433,2020년 7월 14일 17시,화요일,경기도 성남시 중원구 도촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,자전거,남,12세,중상
137,2020071400100499,2020년 7월 14일 18시,화요일,경기도 동두천시 생연동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,보행자,여,10세,부상신고
138,2020071500100212,2020년 7월 15일 11시,수요일,경기도 파주시 야동동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,20세,상해없음,자전거,남,10세,부상신고
139,2020071500100280,2020년 7월 15일 13시,수요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,자전거,남,12세,경상
140,2020071600100354,2020년 7월 16일 15시,목요일,경기도 용인시 처인구 이동읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,남,11세,경상
141,2020071700100638,2020년 7월 17일 21시,금요일,경기도 평택시 이충동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,자전거,남,10세,중상
142,2020072000100312,2020년 7월 20일 15시,월요일,경기도 하남시 망월동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,자전거,남,11세,경상
143,2020072000100313,2020년 7월 20일 15시,월요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,자전거,여,11세,경상
145,2020072500100429,2020년 7월 25일 17시,토요일,경기도 시흥시 정왕동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,67세,상해없음,자전거,남,12세,중상
146,2020072600100223,2020년 7월 26일 14시,일요일,경기도 부천시 여월동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,남,49세,상해없음,자전거,남,11세,중상
147,2020073000100126,2020년 7월 30일 08시,목요일,경기도 포천시 소흘읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,자전거,여,12세,경상
148,2020073000100356,2020년 7월 30일 16시,목요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,남,10세,경상
149,2020080100100052,2020년 8월 1일 03시,토요일,경기도 용인시 수지구 풍덕천동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,자전거,남,12세,중상
150,2020080300100296,2020년 8월 3일 14시,월요일,경기도 광주시 목현동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,단일로 - 기타,승용,남,61세,상해없음,보행자,여,12세,경상
151,2020080400100419,2020년 8월 4일 18시,화요일,경기도 부천시 원미동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,47세,상해없음,보행자,남,10세,중상
154,2020080600100414,2020년 8월 6일 17시,목요일,경기도 평택시 팽성읍,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,자전거,여,10세,경상
155,2020080600100457,2020년 8월 6일 18시,목요일,경기도 용인시 기흥구 보라동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,61세,상해없음,자전거,남,11세,경상
156,2020080900100201,2020년 8월 9일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51세,상해없음,자전거,남,11세,경상
157,2020081200100452,2020년 8월 12일 17시,수요일,경기도 고양시 일산서구 주엽동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,38세,기타불명,자전거,여,12세,경상
158,2020081400100293,2020년 8월 14일 13시,금요일,경기도 시흥시 정왕동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,47세,상해없음,자전거,남,11세,중상
159,2020081400100362,2020년 8월 14일 14시,금요일,경기도 의정부시 금오동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,33세,상해없음,보행자,여,12세,경상
160,2020081400100414,2020년 8월 14일 16시,금요일,경기도 군포시 당동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,자전거,여,10세,중상
161,2020081700100339,2020년 8월 17일 16시,월요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,자전거,남,11세,경상
162,2020081900100283,2020년 8월 19일 13시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,자전거,남,12세,경상
163,2020082100100355,2020년 8월 21일 16시,금요일,경기도 성남시 수정구 태평동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,20세,상해없음,보행자,남,10세,경상
164,2020082100100357,2020년 8월 21일 16시,금요일,경기도 김포시 양촌읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,51세,기타불명,보행자,여,12세,경상
165,2020082200100427,2020년 8월 22일 17시,토요일,경기도 화성시 반송동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
166,2020082600100332,2020년 8월 26일 16시,수요일,경기도 용인시 처인구 삼가동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,65세,상해없음,자전거,남,10세,경상
167,2020082800100471,2020년 8월 28일 18시,금요일,경기도 광명시 하안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,11세,경상
168,2020082800100591,2020년 8월 28일 21시,금요일,경기도 성남시 분당구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,34세,상해없음,보행자,남,11세,경상
169,2020090400100407,2020년 9월 4일 17시,금요일,경기도 화성시 기산동,중상사고,0,2,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,48세,중상,보행자,여,12세,중상
171,2020091400100473,2020년 9월 14일 17시,월요일,경기도 파주시 동패동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,자전거,남,10세,부상신고
173,2020091600100378,2020년 9월 16일 17시,수요일,경기도 용인시 수지구 동천동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,남,12세,경상
174,2020091700100501,2020년 9월 17일 20시,목요일,경기도 오산시 서동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,자전거,남,12세,경상
175,2020091800100232,2020년 9월 18일 12시,금요일,경기도 용인시 처인구 남사면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,자전거,남,11세,경상
176,2020091800100522,2020년 9월 18일 18시,금요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,53세,상해없음,보행자,여,10세,경상
177,2020091800100618,2020년 9월 18일 19시,금요일,경기도 고양시 일산서구 일산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,보행자,여,10세,경상
178,2020092100100443,2020년 9월 21일 16시,월요일,경기도 광명시 하안동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,자전거,남,10세,경상
179,2020092100100528,2020년 9월 21일 17시,월요일,경기도 의정부시 녹양동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,여,50세,상해없음,보행자,남,10세,경상
181,2020092300100311,2020년 9월 23일 14시,수요일,경기도 안산시 단원구 와동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,12세,부상신고
182,2020092300100349,2020년 9월 23일 15시,수요일,경기도 이천시 장호원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,자전거,남,12세,경상
185,2020092500100452,2020년 9월 25일 16시,금요일,경기도 고양시 덕양구 신원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,10세,경상
186,2020092600100521,2020년 9월 26일 17시,토요일,경기도 고양시 덕양구 현천동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,기타,기타 - 기타,자전거,남,54세,경상,자전거,남,11세,경상
187,2020092700100476,2020년 9월 27일 20시,일요일,경기도 수원시 팔달구 장안동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,자전거,남,12세,중상
189,2020092800100551,2020년 9월 28일 17시,월요일,경기도 김포시 고촌읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,37세,기타불명,자전거,남,10세,경상
190,2020092800100604,2020년 9월 28일 18시,월요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,자전거,남,10세,경상
191,2020092800100721,2020년 9월 28일 20시,월요일,경기도 성남시 수정구 신흥동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,56세,상해없음,보행자,남,12세,중상
192,2020100300100241,2020년 10월 3일 15시,토요일,경기도 하남시 미사동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,50세,부상신고,자전거,남,12세,경상
193,2020100500100550,2020년 10월 5일 18시,월요일,경기도 파주시 금촌동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,자전거,남,11세,중상
194,2020100600100353,2020년 10월 6일 14시,화요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,자전거,남,12세,경상
195,2020100700100514,2020년 10월 7일 19시,수요일,경기도 화성시 향남읍,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,자전거,남,11세,부상신고
196,2020101000100373,2020년 10월 10일 16시,토요일,경기도 안산시 단원구 와동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,30세,상해없음,자전거,남,12세,경상
197,2020101000100417,2020년 10월 10일 17시,토요일,경기도 김포시 구래동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로횡단보도내,화물,남,58세,상해없음,보행자,여,10세,중상
198,2020101200100368,2020년 10월 12일 14시,월요일,경기도 고양시 덕양구 주교동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,기타,맑음,교차로 - 교차로안,승용,여,56세,상해없음,자전거,남,10세,경상
199,2020101200100535,2020년 10월 12일 18시,월요일,경기도 부천시 중동,경상사고,0,0,1,1,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,자전거,남,11세,부상신고
